what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919312948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919313275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919313712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919314617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919638193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919643996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919644932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1534919647365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1534919648021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1534919649440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1534919650033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1534919650251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919653730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919665711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919666678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919668160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919668316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919668566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919668862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534919669190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919672481
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534919826625
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534919835408
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534919950926
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534919953625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534919961643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534920333486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534920333985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534920334047
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534920334859
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534920340443
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534921239660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534921249051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534921256087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534921270158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534921292482
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534921292607
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534921292638
