what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856874824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856875807
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1534856893451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856894815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856896141
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1534856896172
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1534856911023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856912287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856913795
error,log,,,"Could not retrieve interfaces",1534856913829
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1534856913829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534856953388
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534856963111
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1534856968633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856970412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534856994908
error,log,,,"Could not retrieve interfaces",1534856994939
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.tostring",1534856994955
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534856999962
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534857001288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857012692
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857026677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857027411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857028487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857057164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857059831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857064886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857066836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857082563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857089928
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1534857093282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857094951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857097120
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1534857097151
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1534857104467
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857106682
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534857108492
error,log,,,"Could not retrieve interfaces",1534857108508
